InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,month,year
567384,82578,KITCHEN METAL SIGN,48,2011-09-20 10:23:00,0.73,17450.0,United Kingdom,35.04,9,2011
566195,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-09 13:44:00,1.25,12433.0,Norway,15.0,9,2011
559095,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-07-06 10:49:00,1.65,13198.0,United Kingdom,16.5,7,2011
557850,22667,RECIPE BOX RETROSPOT ,6,2011-06-23 10:56:00,2.95,12720.0,Germany,17.700000000000003,6,2011
577507,23480,MINI LIGHTS WOODLAND MUSHROOMS,1,2011-11-20 12:42:00,3.75,14710.0,United Kingdom,3.75,11,2011
562539,22988,SOLDIERS EGG CUP ,6,2011-08-05 15:30:00,1.25,17220.0,United Kingdom,7.5,8,2011
572295,22784,LANTERN CREAM GAZEBO ,2,2011-10-23 13:49:00,4.95,16686.0,United Kingdom,9.9,10,2011
536420,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-12-01 12:03:00,1.25,16583.0,United Kingdom,15.0,12,2010
564353,22467,GUMBALL COAT RACK,6,2011-08-24 15:08:00,2.55,15764.0,United Kingdom,15.299999999999999,8,2011
567303,23129,HEART SHAPED HOLLY WREATH,4,2011-09-19 13:20:00,4.15,17613.0,United Kingdom,16.6,9,2011
552708,23233,WRAP POPPIES  DESIGN,25,2011-05-10 16:19:00,0.42,13487.0,United Kingdom,10.5,5,2011
555470,21931,JUMBO STORAGE BAG SUKI,10,2011-06-03 11:33:00,2.08,12455.0,Spain,20.8,6,2011
558092,21090,SET/6 COLLAGE PAPER PLATES,2,2011-06-26 12:54:00,0.39,14808.0,United Kingdom,0.78,6,2011
576079,23413,DECORATIVE VINTAGE COFFEE  BOX,3,2011-11-13 16:24:00,4.95,16877.0,United Kingdom,14.850000000000001,11,2011
569670,22505,MEMO BOARD COTTAGE DESIGN,2,2011-10-05 13:47:00,4.95,14730.0,United Kingdom,9.9,10,2011
574681,22560,TRADITIONAL MODELLING CLAY,24,2011-11-06 12:41:00,1.25,15156.0,United Kingdom,30.0,11,2011
574353,22834,HAND WARMER BABUSHKA DESIGN,3,2011-11-04 10:46:00,2.1,14659.0,United Kingdom,6.300000000000001,11,2011
575298,23403,LETTER HOLDER HOME SWEET HOME,1,2011-11-09 12:29:00,3.75,17841.0,United Kingdom,3.75,11,2011
564088,23203,JUMBO BAG VINTAGE DOILY ,100,2011-08-23 09:38:00,1.79,17702.0,United Kingdom,179.0,8,2011
554070,22315,200 RED + WHITE BENDY STRAWS,1,2011-05-22 11:06:00,1.25,13555.0,United Kingdom,1.25,5,2011
575668,23202,JUMBO BAG VINTAGE LEAF,1,2011-11-10 14:59:00,2.08,18283.0,United Kingdom,2.08,11,2011
563533,22692,DOORMAT WELCOME TO OUR HOME,1,2011-08-17 11:14:00,7.95,16241.0,United Kingdom,7.95,8,2011
551956,23131,MISTLETOE HEART WREATH CREAM,6,2011-05-05 12:22:00,4.15,15021.0,United Kingdom,24.900000000000002,5,2011
566019,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,5,2011-09-08 12:44:00,4.25,17243.0,United Kingdom,21.25,9,2011
554494,71053,WHITE METAL LANTERN,4,2011-05-24 14:00:00,3.75,16327.0,United Kingdom,15.0,5,2011
553315,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-05-16 12:03:00,1.25,16705.0,United Kingdom,15.0,5,2011
551289,23206,LUNCH BAG APPLE DESIGN,20,2011-04-27 14:18:00,1.65,18226.0,United Kingdom,33.0,4,2011
549830,22084,PAPER CHAIN KIT EMPIRE,4,2011-04-12 13:01:00,2.95,17811.0,United Kingdom,11.8,4,2011
538508,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2010-12-12 13:32:00,3.75,15998.0,United Kingdom,7.5,12,2010
564360,23294,SET OF 6 SNACK LOAF BAKING CASES,16,2011-08-24 16:13:00,0.83,12471.0,Germany,13.28,8,2011
572678,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2011-10-25 13:46:00,1.25,13182.0,United Kingdom,15.0,10,2011
540247,21415,CLAM SHELL SMALL ,2,2011-01-05 15:56:00,2.1,15464.0,United Kingdom,4.2,1,2011
557318,21471,STRAWBERRY RAFFIA FOOD COVER,6,2011-06-19 16:11:00,3.75,14911.0,EIRE,22.5,6,2011
564379,21944,KITTENS DESIGN FLANNEL,12,2011-08-25 10:32:00,0.85,16779.0,United Kingdom,10.2,8,2011
578786,23330,DECORATIVE WICKER HEART MEDIUM,10,2011-11-25 12:02:00,1.25,13184.0,United Kingdom,12.5,11,2011
545851,21389,IVORY HANGING DECORATION  BIRD,3,2011-03-07 13:45:00,0.85,15026.0,United Kingdom,2.55,3,2011
538518,21733,RED HANGING HEART T-LIGHT HOLDER,3,2010-12-12 16:14:00,2.95,14505.0,United Kingdom,8.850000000000001,12,2010
570230,22583,PACK OF 6 HANDBAG GIFT BOXES,4,2011-10-09 13:41:00,2.55,18088.0,United Kingdom,10.2,10,2011
547712,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-03-24 19:31:00,6.95,16905.0,United Kingdom,13.9,3,2011
576274,22568,FELTCRAFT CUSHION OWL,2,2011-11-14 14:24:00,3.75,17793.0,United Kingdom,7.5,11,2011
562587,22636,CHILDS BREAKFAST SET CIRCUS PARADE,6,2011-08-07 14:34:00,8.5,15640.0,United Kingdom,51.0,8,2011
578109,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-23 09:22:00,0.42,14020.0,United Kingdom,10.5,11,2011
569406,21484,CHICK GREY HOT WATER BOTTLE,4,2011-10-04 09:09:00,4.25,16253.0,United Kingdom,17.0,10,2011
557896,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-06-23 14:22:00,2.55,17611.0,United Kingdom,5.1,6,2011
561661,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,2011-07-28 16:21:00,0.19,12743.0,Unspecified,0.19,7,2011
580916,22512,DOORSTOP RACING CAR DESIGN,1,2011-12-06 13:45:00,0.79,13685.0,United Kingdom,0.79,12,2011
565124,47566,PARTY BUNTING,8,2011-09-01 12:09:00,4.95,12436.0,Norway,39.6,9,2011
549196,21982,PACK OF 12 SUKI TISSUES ,48,2011-04-07 10:33:00,0.29,14911.0,EIRE,13.919999999999998,4,2011
569239,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-10-03 08:30:00,1.95,14644.0,United Kingdom,23.4,10,2011
573369,84991,60 TEATIME FAIRY CAKE CASES,1,2011-10-30 13:19:00,0.55,16049.0,United Kingdom,0.55,10,2011
557975,23199,JUMBO BAG APPLES,20,2011-06-24 10:33:00,2.08,15981.0,United Kingdom,41.6,6,2011
553348,23049,RECYCLED ACAPULCO MAT RED,2,2011-05-16 13:20:00,8.25,14911.0,EIRE,16.5,5,2011
563674,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2011-08-18 11:59:00,0.85,14132.0,United Kingdom,10.2,8,2011
559836,22335,HEART DECORATION PAINTED ZINC ,24,2011-07-13 10:09:00,0.65,13911.0,United Kingdom,15.600000000000001,7,2011
569248,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,2011-10-03 10:09:00,1.65,12886.0,United Kingdom,19.799999999999997,10,2011
542898,22919,HERB MARKER MINT,2,2011-02-01 14:01:00,0.65,16110.0,United Kingdom,1.3,2,2011
565153,21912,VINTAGE SNAKES & LADDERS,8,2011-09-01 14:47:00,3.75,18241.0,United Kingdom,30.0,9,2011
543797,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,3,2011-02-13 10:24:00,9.95,15465.0,United Kingdom,29.849999999999998,2,2011
554940,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-27 13:49:00,1.65,12494.0,France,16.5,5,2011
556487,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-06-12 13:51:00,0.65,17289.0,United Kingdom,7.800000000000001,6,2011
537421,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,2010-12-06 15:25:00,2.95,17218.0,United Kingdom,8.850000000000001,12,2010
556469,21930,JUMBO STORAGE BAG SKULLS,20,2011-06-12 11:37:00,2.08,12516.0,Germany,41.6,6,2011
541279,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2011-01-17 11:55:00,1.95,18223.0,United Kingdom,11.7,1,2011
558315,22960,JAM MAKING SET WITH JARS,6,2011-06-28 11:44:00,4.25,15065.0,United Kingdom,25.5,6,2011
544409,47566,PARTY BUNTING,8,2011-02-18 13:32:00,4.95,16265.0,United Kingdom,39.6,2,2011
545519,21389,IVORY HANGING DECORATION  BIRD,24,2011-03-03 12:27:00,0.85,16159.0,United Kingdom,20.4,3,2011
554859,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2011-05-27 10:16:00,0.72,14828.0,United Kingdom,72.0,5,2011
544074,22858,EASTER TIN KEEPSAKE,6,2011-02-15 14:49:00,1.65,14156.0,EIRE,9.899999999999999,2,2011
565967,22898,CHILDRENS APRON APPLES DESIGN,50,2011-09-08 11:27:00,1.65,14646.0,Netherlands,82.5,9,2011
576556,23221,REINDEER HEART DECORATION SILVER,12,2011-11-15 13:07:00,0.83,14640.0,United Kingdom,9.959999999999999,11,2011
573414,21530,DAIRY MAID TOASTRACK,4,2011-10-30 16:15:00,0.79,16877.0,United Kingdom,3.16,10,2011
573510,23078,ICE CREAM PEN LIP GLOSS ,20,2011-10-31 12:21:00,1.25,14808.0,United Kingdom,25.0,10,2011
571475,23508,MINI PLAYING CARDS DOLLY GIRL ,5,2011-10-17 14:42:00,0.42,15033.0,United Kingdom,2.1,10,2011
550527,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-04-19 10:48:00,2.95,12476.0,Germany,23.6,4,2011
552333,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-05-09 10:38:00,0.55,15039.0,United Kingdom,1.1,5,2011
552951,22520,CHILDS GARDEN TROWEL BLUE ,1,2011-05-12 12:05:00,0.85,14988.0,United Kingdom,0.85,5,2011
544646,21621,VINTAGE UNION JACK BUNTING,7,2011-02-22 12:06:00,8.5,17075.0,United Kingdom,59.5,2,2011
557123,20725,LUNCH BAG RED RETROSPOT,1,2011-06-16 17:56:00,1.65,15555.0,United Kingdom,1.65,6,2011
572319,72818,CHRISTMAS DECOUPAGE CANDLE,12,2011-10-23 16:19:00,0.39,14704.0,United Kingdom,4.68,10,2011
578289,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-11-23 14:07:00,4.95,17841.0,United Kingdom,9.9,11,2011
558383,21916,SET 12 RETRO WHITE CHALK STICKS,24,2011-06-29 08:58:00,0.42,18075.0,United Kingdom,10.08,6,2011
548664,48184,DOORMAT ENGLISH ROSE ,6,2011-04-01 14:45:00,7.95,14911.0,EIRE,47.7,4,2011
549911,22916,HERB MARKER THYME,20,2011-04-13 08:26:00,0.65,14060.0,United Kingdom,13.0,4,2011
578323,22508,DOORSTOP RETROSPOT HEART,3,2011-11-23 17:19:00,3.75,15743.0,United Kingdom,11.25,11,2011
548568,21781,MA CAMPAGNE CUTLERY BOX,7,2011-04-01 10:43:00,12.75,14543.0,United Kingdom,89.25,4,2011
555835,22427,ENAMEL FLOWER JUG CREAM,1,2011-06-07 12:34:00,5.95,14525.0,United Kingdom,5.95,6,2011
556953,23163,REGENCY SUGAR TONGS,24,2011-06-16 08:16:00,2.49,14911.0,EIRE,59.760000000000005,6,2011
573396,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-10-30 15:13:00,0.42,14723.0,United Kingdom,0.42,10,2011
575519,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-10 10:53:00,3.75,12682.0,France,30.0,11,2011
568048,23174,REGENCY SUGAR BOWL GREEN,4,2011-09-23 12:36:00,4.15,14911.0,EIRE,16.6,9,2011
555937,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-06-08 09:39:00,0.85,12683.0,France,10.2,6,2011
559862,22405,MONEY BOX POCKET MONEY DESIGN,12,2011-07-13 10:30:00,1.25,12782.0,Portugal,15.0,7,2011
569866,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-10-06 14:50:00,1.65,12757.0,Portugal,1.65,10,2011
581191,22866,HAND WARMER SCOTTY DOG DESIGN,4,2011-12-07 16:56:00,2.1,17449.0,United Kingdom,8.4,12,2011
543048,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-03 09:58:00,1.69,12600.0,Germany,13.52,2,2011
565401,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,1,2011-09-02 17:38:00,0.85,16686.0,United Kingdom,0.85,9,2011
540349,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-06 14:07:00,12.75,15379.0,United Kingdom,25.5,1,2011
574722,23499,SET 12 VINTAGE DOILY CHALK ,3,2011-11-06 14:45:00,0.42,14502.0,United Kingdom,1.26,11,2011
570420,23028,DRAWER KNOB CRACKLE GLAZE BLUE,2,2011-10-10 13:33:00,1.65,17841.0,United Kingdom,3.3,10,2011
545059,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2011-02-27 13:04:00,1.25,14157.0,United Kingdom,1.25,2,2011
541919,48187,DOORMAT NEW ENGLAND,2,2011-01-24 11:35:00,7.95,14334.0,United Kingdom,15.9,1,2011
565478,20724,RED RETROSPOT CHARLOTTE BAG,6,2011-09-05 11:18:00,0.85,15005.0,United Kingdom,5.1,9,2011
578806,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2011-11-25 13:09:00,0.42,13149.0,United Kingdom,10.08,11,2011
544067,22907,PACK OF 20 NAPKINS PANTRY DESIGN,8,2011-02-15 14:02:00,0.85,16431.0,United Kingdom,6.8,2,2011
575867,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1,2011-11-11 12:44:00,0.85,15034.0,United Kingdom,0.85,11,2011
564650,22629,SPACEBOY LUNCH BOX ,448,2011-08-26 14:17:00,1.65,14646.0,Netherlands,739.1999999999999,8,2011
560580,21754,HOME BUILDING BLOCK WORD,9,2011-07-19 15:23:00,5.45,14088.0,United Kingdom,49.050000000000004,7,2011
572913,21889,WOODEN BOX OF DOMINOES,3,2011-10-26 16:21:00,1.25,15993.0,United Kingdom,3.75,10,2011
578926,23439,HAND WARMER RED LOVE HEART,2,2011-11-27 12:24:00,2.1,18156.0,United Kingdom,4.2,11,2011
537867,22785,SQUARECUSHION COVER PINK UNION FLAG,2,2010-12-08 16:48:00,6.75,16717.0,United Kingdom,13.5,12,2010
562046,23231,WRAP DOILEY DESIGN,25,2011-08-02 10:34:00,0.42,12378.0,Switzerland,10.5,8,2011
543370,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-02-07 14:51:00,3.75,12359.0,Cyprus,15.0,2,2011
574743,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-11-06 16:14:00,2.08,15351.0,United Kingdom,2.08,11,2011
543803,85206A,CREAM FELT EASTER EGG BASKET,12,2011-02-13 12:05:00,1.65,17126.0,United Kingdom,19.799999999999997,2,2011
571549,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-10-18 08:12:00,1.25,13536.0,United Kingdom,15.0,10,2011
539215,21030,SPACE CADET RED,1,2010-12-16 12:42:00,1.25,15574.0,United Kingdom,1.25,12,2010
571203,23203,JUMBO BAG VINTAGE DOILY ,100,2011-10-14 12:33:00,1.79,17677.0,United Kingdom,179.0,10,2011
568709,84859C,PINK DISCO HANDBAG,1,2011-09-28 15:42:00,1.95,15036.0,United Kingdom,1.95,9,2011
540496,21518,BANK ACCOUNT  GREETING  CARD ,12,2011-01-07 17:18:00,0.42,15485.0,United Kingdom,5.04,1,2011
577700,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-11-21 12:06:00,0.39,14449.0,United Kingdom,4.68,11,2011
576212,23177,TREASURE ISLAND BOOK BOX,2,2011-11-14 12:45:00,2.25,18082.0,United Kingdom,4.5,11,2011
565442,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-09-04 14:09:00,1.25,12627.0,Germany,15.0,9,2011
566282,21181,PLEASE ONE PERSON METAL SIGN,12,2011-09-11 14:29:00,2.1,15782.0,United Kingdom,25.200000000000003,9,2011
549206,48188,DOORMAT WELCOME PUPPIES,2,2011-04-07 10:38:00,7.95,15281.0,United Kingdom,15.9,4,2011
537624,21827,EIGHT PIECE CREEPY CRAWLIE SET,4,2010-12-07 14:41:00,1.25,12748.0,United Kingdom,5.0,12,2010
538518,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,2010-12-12 16:14:00,1.25,14505.0,United Kingdom,2.5,12,2010
556960,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-06-16 09:28:00,3.75,14844.0,United Kingdom,15.0,6,2011
541215,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-14 13:42:00,2.55,14329.0,United Kingdom,15.299999999999999,1,2011
556526,21242,RED RETROSPOT PLATE ,8,2011-06-13 11:33:00,1.69,12732.0,France,13.52,6,2011
572726,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-10-25 15:19:00,2.55,16056.0,United Kingdom,15.299999999999999,10,2011
545053,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-02-27 12:41:00,0.42,17516.0,United Kingdom,5.04,2,2011
572752,22778,GLASS CLOCHE SMALL,4,2011-10-25 17:22:00,3.95,17449.0,United Kingdom,15.8,10,2011
545687,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-03-06 12:20:00,1.69,17769.0,United Kingdom,5.07,3,2011
560603,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,2011-07-20 08:59:00,1.25,18180.0,United Kingdom,20.0,7,2011
552324,22972,CHILDREN'S SPACEBOY MUG,24,2011-05-09 09:46:00,1.65,16672.0,United Kingdom,39.599999999999994,5,2011
556304,23206,LUNCH BAG APPLE DESIGN,20,2011-06-10 10:29:00,1.65,12840.0,United Kingdom,33.0,6,2011
561236,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,48,2011-07-26 10:27:00,0.42,15159.0,United Kingdom,20.16,7,2011
581233,23455,SMALL PARLOUR PICTURE FRAME,6,2011-12-08 10:33:00,2.89,13436.0,United Kingdom,17.34,12,2011
567170,22553,PLASTERS IN TIN SKULLS,1,2011-09-18 12:40:00,1.65,13566.0,United Kingdom,1.65,9,2011
560233,23209,LUNCH BAG DOILEY PATTERN ,2,2011-07-17 11:10:00,1.65,16813.0,United Kingdom,3.3,7,2011
577403,23479,WIRE EGG BASKET ,2,2011-11-20 10:15:00,7.85,13988.0,United Kingdom,15.7,11,2011
572028,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-10-20 11:47:00,2.95,15296.0,United Kingdom,17.700000000000003,10,2011
555147,21249,WOODLAND  HEIGHT CHART STICKERS ,12,2011-05-31 15:41:00,2.95,13505.0,Switzerland,35.400000000000006,5,2011
541485,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2011-01-18 13:05:00,1.25,18118.0,United Kingdom,1.25,1,2011
565835,23335,EGG FRYING PAN IVORY ,1,2011-09-07 11:32:00,2.08,14452.0,United Kingdom,2.08,9,2011
543979,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-02-14 15:43:00,1.25,14606.0,United Kingdom,1.25,2,2011
550281,23199,JUMBO BAG APPLES,100,2011-04-15 13:48:00,1.79,12457.0,Switzerland,179.0,4,2011
557468,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-06-20 13:14:00,4.25,16713.0,United Kingdom,4.25,6,2011
571282,22673,FRENCH GARDEN SIGN BLUE METAL,1,2011-10-16 13:24:00,1.25,15545.0,United Kingdom,1.25,10,2011
542277,22295,HEART FILIGREE DOVE LARGE,12,2011-01-27 10:30:00,1.65,14440.0,United Kingdom,19.799999999999997,1,2011
546502,71406C,BLACK ORANGE SQUEEZER,1,2011-03-14 11:46:00,0.42,16005.0,United Kingdom,0.42,3,2011
546837,22193,RED DINER WALL CLOCK,2,2011-03-17 12:37:00,8.5,13650.0,United Kingdom,17.0,3,2011
563328,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2011-08-15 13:07:00,2.25,14606.0,United Kingdom,2.25,8,2011
574054,22690,DOORMAT HOME SWEET HOME BLUE ,4,2011-11-02 14:07:00,8.25,18104.0,United Kingdom,33.0,11,2011
536623,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2010-12-02 10:39:00,2.95,15601.0,United Kingdom,35.400000000000006,12,2010
565734,22912,YELLOW COAT RACK PARIS FASHION,3,2011-09-06 12:15:00,4.95,17191.0,United Kingdom,14.850000000000001,9,2011
578278,23493,VINTAGE DOILY TRAVEL SEWING KIT,20,2011-11-23 13:51:00,1.95,12748.0,United Kingdom,39.0,11,2011
564654,21352,EUCALYPTUS & PINECONE  WREATH,2,2011-08-26 14:29:00,6.75,14911.0,EIRE,13.5,8,2011
547508,22630,DOLLY GIRL LUNCH BOX,24,2011-03-23 13:39:00,1.95,12683.0,France,46.8,3,2011
553702,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-05-18 14:50:00,1.65,13263.0,United Kingdom,3.3,5,2011
546254,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-03-10 14:45:00,4.95,14727.0,United Kingdom,14.850000000000001,3,2011
578263,22944,CHRISTMAS METAL POSTCARD WITH BELLS,144,2011-11-23 13:27:00,0.39,17422.0,United Kingdom,56.160000000000004,11,2011
560856,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-07-21 13:06:00,1.65,16607.0,United Kingdom,19.799999999999997,7,2011
561715,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-07-29 12:03:00,0.42,13102.0,United Kingdom,10.08,7,2011
571117,20750,RED RETROSPOT MINI CASES,2,2011-10-13 17:51:00,7.95,16224.0,United Kingdom,15.9,10,2011
561893,21136,PAINTED METAL PEARS ASSORTED,8,2011-07-31 14:39:00,1.69,12942.0,United Kingdom,13.52,7,2011
561626,20981,12 PENCILS TALL TUBE WOODLAND,8,2011-07-28 14:03:00,0.85,14898.0,United Kingdom,6.8,7,2011
568215,23176,ABC TREASURE BOOK BOX ,8,2011-09-26 08:38:00,2.25,13390.0,United Kingdom,18.0,9,2011
549432,47566,PARTY BUNTING,4,2011-04-08 12:20:00,4.95,14264.0,United Kingdom,19.8,4,2011
554992,22466,FAIRY TALE COTTAGE NIGHTLIGHT,2,2011-05-29 14:08:00,1.95,16686.0,United Kingdom,3.9,5,2011
573096,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-10-27 14:40:00,1.45,14004.0,United Kingdom,17.4,10,2011
572272,23266,SET OF 3 WOODEN STOCKING DECORATION,3,2011-10-21 16:18:00,1.25,13171.0,United Kingdom,3.75,10,2011
578926,22632,HAND WARMER RED RETROSPOT,5,2011-11-27 12:24:00,2.1,18156.0,United Kingdom,10.5,11,2011
571883,22208,WOOD STAMP SET THANK YOU,1,2011-10-19 13:58:00,0.83,14704.0,United Kingdom,0.83,10,2011
572296,23237,SET OF 4 KNICK KNACK TINS LEAF,2,2011-10-23 14:28:00,4.15,13598.0,United Kingdom,8.3,10,2011
537419,22189,CREAM HEART CARD HOLDER,8,2010-12-06 15:14:00,3.95,13495.0,United Kingdom,31.6,12,2010
550477,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-04-18 14:01:00,2.55,17338.0,United Kingdom,5.1,4,2011
555405,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-06-02 19:17:00,1.45,17531.0,United Kingdom,17.4,6,2011
536987,22813,PACK 3 BOXES BIRD PANNETONE ,4,2010-12-03 14:54:00,1.95,17198.0,United Kingdom,7.8,12,2010
570555,22637,PIGGY BANK RETROSPOT ,4,2011-10-11 11:03:00,2.55,17119.0,United Kingdom,10.2,10,2011
546983,22464,HANGING METAL HEART LANTERN,12,2011-03-18 12:27:00,1.65,16626.0,United Kingdom,19.799999999999997,3,2011
536609,21871,SAVE THE PLANET MUG,6,2010-12-02 09:41:00,1.06,17850.0,United Kingdom,6.36,12,2010
546869,21914,BLUE HARMONICA IN BOX ,12,2011-03-17 16:00:00,1.25,12352.0,Norway,15.0,3,2011
553421,85177,BASKET OF FLOWERS SEWING KIT,24,2011-05-17 10:23:00,0.85,16139.0,United Kingdom,20.4,5,2011
537743,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-08 11:02:00,1.25,17706.0,United Kingdom,15.0,12,2010
553464,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-05-17 11:07:00,3.29,16218.0,United Kingdom,13.16,5,2011
536569,21818,GLITTER CHRISTMAS HEART ,1,2010-12-01 15:35:00,0.85,16274.0,United Kingdom,0.85,12,2010
553035,22536,MAGIC DRAWING SLATE PURDEY,1,2011-05-12 20:13:00,0.42,17337.0,United Kingdom,0.42,5,2011
565324,23350,ROLL WRAP VINTAGE SPOT ,2,2011-09-02 13:18:00,1.25,13232.0,United Kingdom,2.5,9,2011
562850,21931,JUMBO STORAGE BAG SUKI,100,2011-08-10 10:08:00,1.79,14680.0,United Kingdom,179.0,8,2011
570229,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-10-09 13:30:00,2.95,15756.0,United Kingdom,2.95,10,2011
572923,22568,FELTCRAFT CUSHION OWL,4,2011-10-27 08:35:00,3.75,15948.0,United Kingdom,15.0,10,2011
574328,22133,PINK LOVE HEART SHAPE CUP,12,2011-11-04 09:05:00,0.85,13081.0,United Kingdom,10.2,11,2011
573123,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-27 16:23:00,2.1,13654.0,United Kingdom,12.600000000000001,10,2011
560688,23309,SET OF 60 I LOVE LONDON CAKE CASES ,11,2011-07-20 11:54:00,0.55,16393.0,United Kingdom,6.050000000000001,7,2011
564065,23358,HOT STUFF HOT WATER BOTTLE,6,2011-08-22 15:05:00,3.75,15150.0,United Kingdom,22.5,8,2011
581013,23552,BICYCLE PUNCTURE REPAIR KIT ,24,2011-12-07 09:32:00,2.08,17017.0,United Kingdom,49.92,12,2011
551269,21755,LOVE BUILDING BLOCK WORD,3,2011-04-27 12:21:00,5.95,12840.0,United Kingdom,17.85,4,2011
544305,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-02-17 13:54:00,7.95,15044.0,United Kingdom,7.95,2,2011
561079,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-07-24 16:12:00,7.95,13956.0,United Kingdom,15.9,7,2011
571033,22732,3D VINTAGE CHRISTMAS STICKERS ,18,2011-10-13 12:46:00,1.25,14251.0,United Kingdom,22.5,10,2011
546028,23186,FRENCH STYLE STORAGE JAR CAFE ,12,2011-03-09 08:33:00,1.25,17049.0,United Kingdom,15.0,3,2011
537772,22983,CARD BILLBOARD FONT,12,2010-12-08 12:35:00,0.42,18043.0,United Kingdom,5.04,12,2010
572921,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-10-26 16:57:00,2.1,15993.0,United Kingdom,4.2,10,2011
581469,51014C,"FEATHER PEN,COAL BLACK",12,2011-12-08 19:28:00,0.39,14606.0,United Kingdom,4.68,12,2011
575392,22571,ROCKING HORSE RED CHRISTMAS ,12,2011-11-09 15:42:00,0.85,14234.0,United Kingdom,10.2,11,2011
541485,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2011-01-18 13:05:00,2.55,18118.0,United Kingdom,2.55,1,2011
575726,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-11-10 19:12:00,1.45,16791.0,United Kingdom,1.45,11,2011
555653,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-06-06 14:12:00,4.95,17673.0,United Kingdom,4.95,6,2011
